input,output,input pp,output pp,pp generation method,consistency score
What do you do?,"I am an IT Manager. I manage the technical aspects of a company’s IT infrastructure and personnel. This includes overseeing the research, design, installation, management and maintenance of the IT systems. I work with the IT team to ensure that the systems are running efficiently, up-to-date and secure. I also manage relationships with external vendors, coordinate training and education for IT personnel, and provide budgeting, forecasting and strategic planning for the IT department.",What's your bag?,My bag is a black canvas tote bag with leather straps.,Use idioms,0
Will this conversation be kept confidential?,"Yes, all conversations will be kept confidential.",Will this talk be kept secret?,"No, this talk will not be kept secret.",Use synonyms,0
Will this conversation be kept confidential?,"Yes, this conversation will be kept confidential.",Will this discussion be kept secret?,"That depends on the context of the discussion. Many discussions are kept private as part of an agreement between the participants. If you are unsure, it is best to ask the other participants or the person who is facilitating the discussion.",Use pronouns,0
How much does it cost to answer each question?,"The cost to answer each question varies depending on the service you use. Some services charge a flat fee for a certain number of questions, while others may have a per-minute fee.",Why does it cost to answer each question?,"The cost to answer each question is intended to discourage inappropriate use of the service. By requiring a cost for each answer, it eliminates the possibility of people ""spamming"" the service with irrelevant questions and responses. Additionally, it helps to ensure that those who use the service are more likely to be serious about their inquiry, and are likely to get the best possible answer.",Verbs- positive to negative (or vice versa),0
How much does it cost to answer each question?,"The cost to answer each question varies depending on the type of question and the platform you are using. Some websites like Quora and Yahoo Answers will let you answer questions for free, while others may charge a fee. Additionally, some teachers and tutors may require a fee for their services.",How much is it charged to answer each question?,"The cost of answering each question varies depending on the type of service you are using. Some services may offer free or low-cost questions and answers, while others may charge a fee per question. It is best to contact the service you are considering to find out more about their pricing.",Change active to passive OR passive to active,0
How much does it cost to answer each question?,The cost of answering questions varies depending on the service you are using. Some services may offer free advice while others may charge a fee.,How much does it price to respond to each inquiry?,"The cost to respond to each inquiry will depend on a variety of factors, such as the complexity of the inquiry, the amount of research required, and the availability of experts with knowledge of the topic.",Use synonyms,0
How much does it cost to answer each question?,"The cost to answer each question will depend on the specific question and the service you are using. Some services may have a fee for every answer, while others may provide free answers or a discounted rate for answering multiple questions.",What is the cost per question to answer?,"The cost to answer a question depends on the source you use. For example, Quora charges varying prices, ranging from $5 to $50 per question, while some websites may offer free answers.",Change the structure of a sentence,0
How much does it cost to answer each question?,"The cost to answer each question varies. Some websites offer free question and answer services, while other sites require payment for their services. It's best to check with the website in question to determine the cost of the services they offer.","Despite the cost, how much does it take to answer each question?","It varies depending on the complexity of the question, but most questions can be answered with a quick search or with minimal research.",Change conjunctions,0
How much does it cost to answer each question?,"The cost of answering each question depends on the specific question and the service you use to ask it. In general, most services charge a fee for each question answered. This fee can range from a few cents to several dollars.",How much does it cost to answer each one?,"The cost of answering questions on a question and answer website will vary depending on the platform and specific topic you are asking about. Some question and answer websites may offer select answers for free, while others may charge a fee for certain answers.",Use pronouns,0
How much does it cost to answer each question?,"The cost to answer each question varies depending on the service provider. Some services may provide free answers to basic questions, while others may charge a fee for more detailed answers.",How much does it set someone back to answer each question?,The cost of answering each question depends on the source and the specific question. Some services offer free answers while others require payment.,Use idioms,0
What time is it right now?,"It is 5:21 PM (17:21) on Tuesday, August 4th 2020.",Why can't we know what time it is right now?,Because time is relative and constantly moving. It's impossible to know what exact time it is right now since time is constantly changing in various locations around the world.,Verbs- positive to negative (or vice versa),0
What time is it right now?,"It is 7:11 PM (19:11) on Tuesday, June 30th, 2020.",What hour is it currently?,It is 5:27 PM.,Use synonyms,0
What time is it right now?,"It is 10:11 PM (on April 10th, 2021).",What is the current time?,"The current time is 11:37PM EST on December 6th, 2020.",Change word forms (parts of speech),0
What time is it right now?,"It is 3:17 PM (15:17) on Thursday, April 9th 2020.",Now what time is it?,It is currently 9:22 PM (21:22) UTC.,Change the structure of a sentence,0
What time is it right now?,"It is 8:35 PM (20:35) as of May 8th, 2020.",Although what time it is right now?,It is 11:17 AM.,Change conjunctions,0
What time is it right now?,"It is 9:27 PM on Monday, November 9th 2020.",What time is it now?,"It depends on your current timezone. As of writing this, it is 8:26pm EDT.",Use pronouns,0
What time is it right now?,It is 5:48 PM (17:48) as of 10/7/2020.,What's the time on the clock?,There is no way to answer this question without knowing what clock you are referring to.,Use idioms,0
How many years ago did an artificial intelligence first beat a professional at Go?,"An artificial intelligence first beat a professional at the game of Go in 2016, four years ago.",Why many years ago did an artificial intelligence not beat a professional at Go?,"Many years ago, an artificial intelligence did not beat a professional at Go because the game was considered too complex for computers to master. Go is an ancient Chinese board game with an immense number of possible moves, making it much more challenging for computers to “learn” the game than games such as chess. Furthermore, the game requires an understanding of strategy that is difficult for computers to simulate. In recent years, however, artificial intelligence programs have managed to beat professional players at Go.",Verbs- positive to negative (or vice versa),0
How many years ago did an artificial intelligence first beat a professional at Go?,"In 2016, an artificial intelligence program called AlphaGo became the first to beat a professional player at the game Go.",An artificial intelligence was first beaten at Go by a professional how many years ago?,"The first professional Go player to be defeated by an artificial intelligence was Lee Sedol in March 2016, after a five-game match.",Change active to passive OR passive to active,0
How old is Barack Obama?,Barack Obama is 59 years old.,Why is Barack Obama not of an age?,"Barack Obama is not of an age because he was born on August 4th, 1961. He is currently 58 years old.",Verbs- positive to negative (or vice versa),0
How old is Barack Obama?,Barack Obama is 58 years old (as of February 2021).,What is the age of Barack Obama?,"Barack Obama is 59 years old (born August 4, 1961).",Change word forms (parts of speech),0
How old is Barack Obama?,Barack Obama is 59 years old.,Barack Obama's age - how old is it?,Barack Obama is 58 years old.,Change the structure of a sentence,0
How old is Barack Obama?,Barack Obama is 59 years old.,How old is he?,"It is impossible to answer this question without knowing who ""he"" is.",Use pronouns,0
How old is Barack Obama?,Barack Obama is 59 years old.,How long is a piece of string?,A piece of string has no set length; its length depends on the user's needs and the purpose of the string.,Use idioms,0
Who won the 2032 U.S. presidential election?,"At this time, it is too soon to say who will win the 2032 U.S. presidential election.",The 2032 U.S. presidential election was won by whom?,"At this time, it is too early to predict the outcome of the 2032 U.S. presidential election.",Change active to passive OR passive to active,0
Who won the 2032 U.S. presidential election?,The winner of the 2032 U.S. presidential election has not yet been determined.,Who took the cake in the 2032 U.S. presidential election?,Joe Biden took the cake in the 2032 U.S. presidential election.,Use idioms,0
What side of the road do you have to drive on?,"In most of the world, you have to drive on the right side of the road.","Although I don't know what side of the road to drive on, I want to find out.","There are a few different ways to learn.

1. Contact your local DMV and ask for information about the side of the road that you are required to drive on. Most DMVs will have this information readily available.

2. If you are traveling in an area with a different driving system, look up information online related to the country, province, or state you are visiting.

3. Practice with a driver's guide or manual to learn the basics of driving in a new area. Many driver's manuals can be found online or at bookstores.

4. Find an experienced driver to teach you the rules of the road in the area. Ask a friend or family member if they can help or look for driving lessons in the area.",Change conjunctions,0
What side of the road do you have to drive on?,"In the United States, most states require vehicles to be driven on the right side of the road. In Canada, most states require vehicles to be driven on the right side of the road as well.",What lane do you have to stay in?,"Depending on the type of road you are driving on and the type of vehicle you are driving, the lane you should stay in may vary. Typically, you should stay in the right lane on a two-lane highway, and the far left lane on a multi-lane highway. Additionally, bicycles should stay as far to the side of the road as possible, and trucks should stay in the slow lane on highways.",Use idioms,0
Is it legal to possess cannabis?,"It depends on where you are located. Cannabis is currently illegal at the federal level, but some states and countries have laws that allow for cannabis possession and use.",Is it permissible to own cannabis?,"No, it is not permissible to own cannabis. In most parts of the world, cannabis is illegal and punishable by law.",Use synonyms,0
Is it legal to possess cannabis?,"The legality of cannabis possession depends on where you live. In many countries, including the United States, cannabis possession is illegal. There are some countries, however, such as Canada, where possession of cannabis is legal.",Is it permissible to have cannabis?,"No, it is not permissible to have cannabis in most countries as it is illegal.",Change word forms (parts of speech),0
Is it legal to possess cannabis?,"It depends on your location. In some countries, cannabis is still illegal, while in others it has been legalized for medical or recreational use.",Is it legal to have it?,"The legality of having an item depends on what the item is, where you live, and other applicable laws. Please consult a legal professional to determine if the item is legal in your jurisdiction.",Use pronouns,0
Is it legal to possess cannabis?,"It depends on the laws of the jurisdiction where you are. In some parts of the world, including many parts of the United States, cannabis possession is legal for medical and/or recreational use. In other parts of the world, cannabis possession is illegal.",Is it on the up and up to possess cannabis?,"No, cannabis possession is illegal in many countries and states.",Use idioms,0
Is it legal to own an assault rifle?,"It depends on where you live. In the United States, laws vary by state. In some states, it is legal to own an assault rifle, while in other states it is not. It is important to check with your state's regulations before purchasing an assault rifle.",Is it not legal to own an assault rifle?,"No, it is not legal to own an assault rifle in the United States. According to federal law, assault weapons are prohibited from civilian possession, except in limited circumstances.",Verbs- positive to negative (or vice versa),0
Is it legal to own an assault rifle?,"It depends on the country or state you live in. Some states have strict gun laws that prohibit assault rifles and other weapons of war. Generally, in the United States, it is legal to own an assault rifle in some states, but it is illegal in most states. It is important to check your local laws before purchasing any kind of firearm.",Is it permissible to possess an assault rifle?,"No, it is not permissible to possess an assault rifle in many parts of the world. It is illegal in many places and it can also be highly dangerous.",Use synonyms,0
Is it legal to own an assault rifle?,"The legality of owning an assault rifle depends on the state and local laws. Some states have restrictions on what types of weapons individuals may purchase or possess. In addition, a federal ban on the sale of certain types of semi-automatic assault rifles is currently in effect.","Although it legal to own an assault rifle, I am not sure.","It depends on where you live and the laws in your specific area. Some states, such as California, have laws that prohibit citizens from owning assault rifles. In general, the possession of assault rifles is heavily regulated and is only allowed with certain restrictions. Thus, it is important to check with your local laws before attempting to purchase an assault rifle.",Change conjunctions,0
Is it legal to own an assault rifle?,"It depends on the jurisdiction. In the United States, possession of an assault rifle is generally only legal if it is registered as a defensive weapon, as is required by federal and state laws. In some states, there are additional restrictions or bans on owning certain types of firearms, including assault rifles. It is important to check the laws in your state before attempting to purchase or carry any type of firearm.",Is it within the law to possess an assault rifle?,"It depends on the jurisdiction. In the United States, some states and cities have laws prohibiting the possession of certain types of rifles classified as assault rifles, while other states do not. It is important to research the laws in the particular city or state before attempting to possess such a weapon.",Use idioms,0
At what age can you vote?,"In most countries, you can vote when you are 18 years old.",When can you cast your ballot?,"The exact date when you can cast your ballot will depend on the election. In most cases, polling places are open on Election Day, which is usually a Tuesday.",Use idioms,0
What is the biggest university in the country?,"The largest university in the United States is Arizona State University with a total enrollment of 102,154 students for the 2019-2020 school year. It is followed by Ohio State University, the University of Central Florida, and UCLA.",Why is the biggest university in the country?,"The biggest university in the country typically refers to the university that has the highest enrollment numbers, or the most students. This can be a reflection of the university's reputation, or the presence of a large array of academic and extracurricular offerings, or its proximity to a major metropolitan area, among other factors.",Verbs- positive to negative (or vice versa),0
What is the biggest university in the country?,"The largest university in the United States by enrollment is Arizona State University. It has an enrollment of approximately 90,000 students.",What is the most substantial university in the nation?,"The most substantial university in the nation is Harvard University, located in Cambridge, Massachusetts. Established in 1636, Harvard is the oldest institution of higher learning in the United States and is widely considered the most prestigious university in the world.",Use synonyms,0
What is the biggest university in the country?,"The largest university in the United States by enrollment is the University of Central Florida in Orlando, Florida, with more than 68,000 students enrolled in 2016.",What is the largest university in the country?,"The largest university in the country is the University of Phoenix, which enrolled more than 200,000 students in the 2020 school year.",Change word forms (parts of speech),0
What is the biggest university in the country?,"It is difficult to determine the biggest university in the country as there is no single consistent measure used to compare universities. However, the University of Central Florida is usually the university that is ranked highest in terms of enrollment, with more than 68,000 students in 2019.","In the country, the biggest university is what?","The biggest university in the country is usually determined by the population of the country in question. For example, the largest university in the United States is the University of Phoenix, with over 220,000 students enrolled.",Change the structure of a sentence,0
What is the biggest university in the country?,"The largest university in the United States by enrollment is the University of Central Florida in Orlando, with a student body of over 69,000 students.","Despite the size of the university, what is the largest one in the country?","The largest university in the United States is Liberty University, located in Lynchburg, Virginia. Liberty University has over 110,000 students and offers more than 550 accredited programs in fields such as business, education, engineering, health sciences, law, and religion.",Change conjunctions,0
What is the biggest university in the country?,"The biggest university in the United States is Liberty University in Lynchburg, Virginia. It has an enrollment of over 110,000 students.",What is the largest university in the country?,"The largest university in the United States by enrollment is Arizona State University with 51,800 students enrolled across all of its campuses.",Use pronouns,0
What is the biggest university in the country?,"The largest university in the United States, by student enrollment, is the University of Phoenix with over 400,000 students.",What is the cream of the crop of universities in the country?,"This is a difficult question to answer as the ‘best’ university in the country is subjective and will depend on a variety of factors such as location, size, course offerings, and even cost. Generally speaking, some of the most highly-regarded universities in the United States are Princeton University, Harvard University, Yale University, Stanford University, and the Massachusetts Institute of Technology (MIT). Other prestigious universities include Columbia University, the University of Chicago, Duke University, and Johns Hopkins University.",Use idioms,0
Where is the closest supermarket?,The closest supermarket to your location will depend on where you are located. You can use a search engine such as Google Maps to find the closest supermarket to your location.,Why is the closest supermarket not here?,"The closest supermarket may not be here because there may not be enough demand in the area to make it profitable to establish a store in the immediate vicinity, or the local zoning ordinances may not allow for the operation of a supermarket. Additionally, supermarkets require a large amount of space, making them difficult to locate in more populated or densely built up areas.",Verbs- positive to negative (or vice versa),0
Where is the closest supermarket?,"The closest supermarket to you likely depends on your location. To find the closest one, you can use an online search engine or app, such as Google Maps, or ask a nearby local for assistance.",Where is the nearest grocery store?,"The nearest grocery store will depend on where you are located. If you provide a specific address or city/town, search engines can provide the nearest grocery store in your area.",Use synonyms,0
Where is the closest supermarket?,The closest supermarket to you depends on your location. Your best bet is to use a service such as Google Maps to find the closest supermarkets near you.,What is the location of the nearest supermarket?,"The exact location of the nearest supermarket will depend on your location. For example, if you are in the United States, you can use Google Maps to search for nearby supermarkets.",Change word forms (parts of speech),0
Where is the closest supermarket?,The closest supermarket to you will depend on your location. You can use Google Maps or another online mapping service to find the closest supermarket near you.,"The closest supermarket, where is it?","It depends on your location. To find the closest supermarket, please use an online search engine such as Google Maps or Yelp.",Change the structure of a sentence,0
Where is the closest supermarket?,The closest supermarket to you will depend on your location. You can use a search engine such as Google Maps to find the closest supermarket in your area.,"Although I don't know where the closest supermarket is, I would like to find out.","I could start by asking people in my neighborhood, or searching online for nearby stores.",Change conjunctions,0
Where is the closest supermarket?,The closest supermarket to you will depend on your location. Use online search tools such as Google Maps to search for the closest one to you.,Where is it?,"The location of the item you are looking for will depend on what it is and where you bought it. If you are trying to locate a specific item you purchased, you could try checking your purchase history on the website where you bought it, or reach out to the store directly for more information.",Use pronouns,0
Where is the closest supermarket?,"The closest supermarket will depend on your current location. If you provide more information about where you are, we could provide a more specific answer.",Where's the nearest grocery store?,"This depends on your location. To find the nearest grocery store to you, use an online search engine such as Google Maps or Yelp to find the closest grocery stores in your area.",Use idioms,0
How long would it take to drive across the country?,"The amount of time it takes to drive across the country varies greatly depending on the route taken and how often the driver stops for rest and sightseeing. If you drive an average speed of 55 mph, with no stops, it would take approximately 90 hours to cover the 2900 miles.",How long would it not take to drive across the country?,"This will depend on a number of factors, such as the route taken, the speed at which you travel, how many stops you make, and traffic conditions. It will also depend on the size of the country. Generally speaking, it could take anywhere from 3-7 days to drive across the United States.",Verbs- positive to negative (or vice versa),0
How long would it take to drive across the country?,"This really depends on what route you take and the vehicle you are using. It generally takes between 5 and 10 days of continuous driving, assuming you keep to the speed limit and take the most direct route.","Across the country, the driving time could be determined.","It depends on the starting and ending location, the type of roads, and traffic conditions. For instance, driving from New York City to Los Angeles would typically take about three days, or roughly forty-eight hours. However, if you choose to drive on highways and freeways and avoid big cities, you may be able to shave off some time and make the drive in two days or less.",Change active to passive OR passive to active,0
How long would it take to drive across the country?,"It typically takes about 5-7 days to drive across the United States, depending on the route and how often you stop.",How much time would it require to travel across the country?,"This depends on the size of the country, where you’re starting from and your mode of travel. It could take a few hours by plane, a few days by car, or weeks to months by foot or bicycle.",Use synonyms,0
How long would it take to drive across the country?,"It depends on how far you're driving, how much you're willing to stop, and how fast you travel. Generally speaking, it is estimated that it would take an average of 5 days to drive across the United States.","Across the country, how long would it take to drive?",It is impossible to answer this question accurately as driving times vary greatly based on location and the distance between points.,Change the structure of a sentence,0
How long would it take to drive across the country?,"The exact time of driving across the country depends on the starting and ending points, the speed at which you drive, and the route you take. According to Google Maps, driving straight across the United States would be 3,926 miles and would take an estimated 62 hours and 32 minutes.","Although I didn't know how long it would take, I wanted to drive across the country.","Driving across the country can be an exciting adventure, and the best way to plan your trip is to set a realistic time frame. Depending on your pace and the route you take, a coast-to-coast drive can take anywhere from five days to several weeks. Think about the places you'd like to visit, and plan accordingly. Determine a budget, make sure your vehicle is in good working condition, and remember to take regular breaks along the way. It won't always be easy, but it will definitely be worth it. Good luck!",Change conjunctions,0
How long would it take to drive across the country?,"It would depend on how many stops you make and how quickly you drive. However, if you were to drive straight through, it could take approximately 57 hours.",How long would it take to drive across it?,"It would take about 5-6 hours to drive across Appalachia, depending on the route taken.",Use pronouns,0
How long would it take to drive across the country?,"Driving across the country would depend on a variety of factors, such as the route taken and the speed of the vehicle. Generally, it takes around 5 to 6 days to drive across the United States.",How long would it take to traverse the nation?,That really depends on the route you take and the method of transportation. The trip could take anywhere from a few days to weeks or even months.,Use idioms,0
Is tap water safe to drink?,"It depends on the local water quality and treatment. Generally, in developed countries, tap water is considered safe to drink. However, if you have concerns about your local tap water quality, you should contact your local water authority for more information. Additionally, if you are traveling to an area where the water quality is uncertain, it is advisable to either drink bottled water or boil your tap water before consuming it.",Why is tap water not safe to drink?,"Tap water is not always safe to drink because it can contain contaminants from lead pipes, fertilizers, and other pollutants. In some areas, the water may also contain bacteria or viruses that could make you sick if consumed. It is also important to remember that most tap water contains chlorine, which may have its own health risks.",Verbs- positive to negative (or vice versa),0
Is tap water safe to drink?,"Yes, tap water is generally safe to drink. However, in some areas, it may contain higher levels of certain contaminants, so water should be tested to ensure it meets quality standards before drinking.",Drinking tap water could be made safe.,"The best way to do this is to make sure the water is free from harmful contaminants such as lead, nitrates, chlorine, pesticides, or other chemicals. There are various technologies available to help filter contaminated water and make it safe for drinking. These include using reverse osmosis systems, carbon filters, ultraviolet light filters, and ion exchange systems. In addition, regular maintenance and proper cleaning of the filtration system is essential to ensure it is working at its optimum performance.",Change active to passive OR passive to active,0
Is tap water safe to drink?,"It depends on your location; tap water may be safe to drink in some areas, while in others it may contain contaminants that make it unsafe. It is best to check with your local water authority to determine the safety of your tap water.",Is it safe to drink tap water?,"In general, yes, it is safe to drink tap water in the United States. The Environmental Protection Agency (EPA) sets standards for drinking water quality in public water systems. If these standards are met, then the water is considered safe to drink. However, it is advisable to check with your local water authority to ensure that your tap water is of drinking quality.",Use pronouns,0
Is tap water safe to drink?,"In most places in the world, tap water is safe to drink, however there may be exceptions. It is always wise to check with your local authorities or water supplier to make sure.",Is it safe to drink the water from the tap?,"This depends on where you live. If you live in the United States and get your water from a public water supply, then it is typically safe to drink the water from the tap. However, if you are unsure, you can always check with your local water supplier to make sure.",Use idioms,0
What are the crime rates in this area?,"The exact crime rates in any area can vary depending on factors such as the amount of population and police presence. To obtain more accurate crime rate information for an area, it is best to contact the local police department or city or county government.",The crime rates in this area could be determined.,"The amount of crime that occurs in an area can be assessed by looking at statistics such as the number of reported incidents, the types of crimes that occur, and the rate of change of these incidents. Local police departments, news articles, and other reliable sources can provide data on crime rates in a given area. This data can then be analyzed to identify a crime rate and to track trends in local crime.",Change active to passive OR passive to active,0
What are the crime rates in this area?,"The crime rates for a given area can vary widely and it is best to research them specifically for the area of interest. Generally, crime rates can be found from local law enforcement offices, government information sites, and crime mapping websites.",What is the rate of criminal activity in this area?,"The rate of criminal activity in an area varies widely depending on the population, location, and other factors. To find the rate of criminal activity in a particular area, you should contact local law enforcement or consult crime statistics and reports.",Change word forms (parts of speech),0
What are the crime rates in this area?,The crime rate in a particular area can vary significantly and is dependent on many factors. It is best to contact local authorities for the most up-to-date and accurate crime rate information.,"In this area, the crime rates have been ascertained.","Generally, the crime rate 
in this area is quite low compared to surrounding areas. However, the rate is 
slightly higher than the state and national average. Property crime is more 
common than violent crime, with both hovering around half of the national 
average. Larceny/theft, burglary, and motor vehicle theft are the most 
commonly reported crimes in this area. 

The local authorities are working to curb theft and vandalism, as well as to 
improve the safety of residents and visitors. They have implemented programs 
such as neighborhood watch and have increased the police presence in the 
area. The police have also implemented community policing programs to 
improve relationships between police and citizens. These programs have led 
to greater trust and communication, which has improved quality of life in 
the area and provided a sense of security. 

Additionally, businesses and organizations in the area have implemented 
programs to reduce crime. These initiatives include providing educational 
programs on crime prevention, creating incentives for businesses to install 
security cameras, and forming partnerships with local law enforcement to 
share information about criminal activity. 

Overall, the crime rate in this area is lower",Change the structure of a sentence,0
What are the crime rates in this area?,The crime rates in this area will vary depending on the specific location. It is recommended to contact local law enforcement for the most accurate information.,What are the rates of crime in this area?,"The rates of crime in any given area can vary significantly. To determine the specific rates of crime in a particular area, it is best to contact the local police department or to research crime statistics at the website of the Federal Bureau of Investigation (www.fbi.gov/stats-services/crimestats).",Use pronouns,0
What are the crime rates in this area?,"The crime rates in this area vary depending on the particular location. To get a better idea of crime rates in this area, please contact your local law enforcement agency or check a website such as crime mapper to access local crime statistics for this area.",How bad is the law and order situation in this area?,The law and order situation in this area is largely determined by the local government and law enforcement agencies. It is important to research the specific area to get an accurate assessment of the local conditions.,Use idioms,0
What is the largest city in the U.S. that's not located on navigable water?,"Phoenix, Arizona is the largest city in the U.S. that is not located on navigable water.",Why isn't the largest city in the U.S. situated on navigable water?,"The largest city in the United States is New York City, which is not situated on navigable water. This is because the Hudson River and East River, which border New York City on the east and west sides, respectively, are tidal estuaries rather than navigable waterways. As these rivers contain strong tidal influences, they cannot be easily navigated by large ships. Consequently, these rivers are more suitable for recreational activities, such as kayaking, sailing, jet skiing, and fishing.",Verbs- positive to negative (or vice versa),0
What is the largest city in the U.S. that's not located on navigable water?,"The largest U.S. city not located on navigable water is Phoenix, Arizona, with a population of 1,680,992 as of 2020.",What is the greatest city in the U.S. that is not on a navigable river?,"There is no definitive answer to this question, as the greatest city in the U.S. is subjective. However, some of the most populous cities in the U.S. that are not on a navigable river are Phoenix, AZ; San Diego, CA; Las Vegas, NV; Atlanta, GA; and Charlotte, NC.",Change word forms (parts of speech),0
What is the largest city in the U.S. that's not located on navigable water?,"The largest U.S. city not located on navigable water is Phoenix, Arizona, which has a population of 1.6 million people.","Even though no navigable water was present, what was the largest city in the U.S.?","As of 2019, the largest city in the United States, according to population, is New York City, with an estimated population of 8,398,748.",Change conjunctions,0
Who is the richest person in the world who didn't finish high school?,"The richest person in the world who didn't finish high school is currently billionaire entrepreneur, founder, and CEO of Amazon, Jeff Bezos. Bezos dropped out of Princeton University after two years to pursue his business ventures.",Who is the wealthiest person in the world who didn't complete high school?,"The wealthiest person in the world who didn't complete high school is American businessman and investor, Elon Musk. Musk, who founded Tesla and SpaceX, is estimated to have a net worth of around $73 billion.",Verbs- positive to negative (or vice versa),0
Who is the richest person in the world who didn't finish high school?,The richest person in the world who did not finish high school is Microsoft founder Bill Gates. He dropped out of Harvard University to pursue his career in technology and went on to become one of the wealthiest people in the world.,Who didn't finish high school and is the richest person in the world?,The richest person in the world who didn't finish high school is Amazon founder and CEO Jeff Bezos.,Change active to passive OR passive to active,0
Who is the richest person in the world who didn't finish high school?,The richest person in the world who didn't finish high school is self-made billionaire and Microsoft co-founder Bill Gates.,Who is the wealthiest person in the world that did not complete high school?,"The wealthiest person in the world who did not complete high school is Mexican business magnate Carlos Slim Helu. He is the primary shareholder of Grupo Carso, one of Mexico's largest conglomerates, and is estimated to have a net worth of $59.2 billion as of 2020.",Change word forms (parts of speech),0
Who is the richest person in the world who didn't finish high school?,"The richest person in the world who did not finish high school is business magnate and Microsoft co-founder Bill Gates, who is currently worth an estimated $114 billion.","Of all people who didn't finish high school, who is the wealthiest in the world?","According to the Forbes list of billionaires for 2021, Bernard Arnault is the wealthiest person in the world who did not finish high school. Arnault is estimated to be worth nearly $150 billion.",Change the structure of a sentence,0
Who is the richest person in the world who didn't finish high school?,"The richest person in the world who did not finish high school is currently Jeff Bezos, the founder and CEO of Amazon. Bezos dropped out of Princeton University after two years of college to start Amazon in 1994.",Who is the wealthiest person who didn't finish high school?,"The wealthiest person who didn't finish high school is the Mexican business magnate Carlos Slim Helú. Slim is estimated to have a net worth of US$64.2 billion as of October 2020, according to Forbes. He is the sixth-richest person in the world.",Use pronouns,0
What is the most popular cereal in the U.S. that does not contain the letter 'C'?,The most popular cereal in the U.S. that does not contain the letter 'C' is Kellogg's Frosted Flakes.,Why is there no cereal in the U.S. that has the letter 'C' as its most popular one?,"The most popular cereal in the U.S. is Cheerios, which does not contain the letter 'C' as its most popular one. The letter C is not a very common letter in U.S. cereals. Many of the most popular cereals in the U.S., including various types of Cheerios, Frosted Flakes, Special K, Raisin Bran, and Chex, all do not have the letter C as their most popular letter.",Verbs- positive to negative (or vice versa),0
What is the most popular cereal in the U.S. that does not contain the letter 'C'?,The most popular cereal in the U.S. that does not contain the letter 'C' is Cheerios.,The most popular cereal in the U.S. that does not contain the letter 'C' could be determined.,The most popular cereal in the U.S. that does not contain the letter 'C' is Kellogg's Frosted Flakes. This cereal has been the top-selling cereal in the U.S. for decades.,Change active to passive OR passive to active,0
What is the most popular cereal in the U.S. that does not contain the letter 'C'?,The most popular cereal in the U.S. that does not contain the letter 'C' is Honey Nut Cheerios.,What is the most commonly eaten cereal in the U.S. that has no 'C' in its name?,The most commonly eaten cereal in the U.S. that has no 'C' in its name is likely Cheerios.,Use synonyms,0
What is the most popular cereal in the U.S. that does not contain the letter 'C'?,The most popular cereal in the U.S. that does not contain the letter 'C' is Kellogg's Frosted Flakes.,What is the most loved cereal in the U.S. which does not possess the letter 'C'?,Honey Nut Cheerios is the most loved cereal in the U.S. which does not possess the letter 'C'.,Change word forms (parts of speech),0
What is the most popular cereal in the U.S. that does not contain the letter 'C'?,The most popular cereal in the U.S. that does not contain the letter 'C' is Kellogg's Honey Smacks.,The most popular cereal in the U.S. that does not contain the letter 'C' is what?,Honey Nut Cheerios.,Change the structure of a sentence,0
What is the most popular cereal in the U.S. that does not contain the letter 'C'?,The most popular cereal in the U.S. without the letter 'C' is Honey Nut Cheerios.,What is the most popular cereal in the U.S. that lacks the letter 'C'?,The most popular cereal in the U.S. that lacks the letter 'C' is Kellogg's Frosted Flakes.,Use pronouns,0
What is the most popular cereal in the U.S. that does not contain the letter 'C'?,The most popular cereal in the U.S. that does not contain the letter 'C' is Kellogg's Honey Smacks.,What is the top dog of cereals in the U.S. that has no 'C' in its name?,The top dog of cereals in the U.S. with no 'C' in its name is Kellogg's Rice Krispies.,Use idioms,0
What is the biggest city in the U.S. with only one word in its name?,The biggest city in the U.S. with only one word in its name is Detroit.,Why is the biggest city in the U.S. limited to one word in its name?,"The biggest city in the U.S. is New York. Generally, cities are limited to one word in their name because shorter names are easier to remember and are more recognizable. Additionally, shorter names are more convenient when searching for a city online, as fewer characters are needed to type out the name.",Verbs- positive to negative (or vice versa),0
What is the biggest city in the U.S. with only one word in its name?,The biggest city in the U.S. with only one word in its name is Detroit.,What is the largest city in the U.S. that has only one word in its name?,"The largest city in the U.S. that has only one word in its name is Detroit, Michigan.",Use synonyms,0
What is the biggest city in the U.S. with only one word in its name?,The biggest city in the U.S. with only one word in its name is Detroit.,What is the largest city in the U.S. with a single word name?,"The largest city in the U.S. with a single word name is Detroit, Michigan.",Change word forms (parts of speech),0
What is the biggest city in the U.S. with only one word in its name?,New York.,"Of the cities in the U.S. with just one word in their name, what is the largest one?","The largest one-word city in the U.S. is Phoenix, Arizona, with a population of over 1.6 million people.",Change the structure of a sentence,0
What is the biggest city in the U.S. with only one word in its name?,New York,"Although it consists of only one word, what is the largest city in the U.S.?",Los Angeles.,Change conjunctions,0
What is the biggest city in the U.S. with only one word in its name?,The biggest city in the U.S. with only one word in its name is Chicago.,What is the largest city in the U.S. with just one word in its name?,New York,Use pronouns,0
What is the biggest city in the U.S. with only one word in its name?,New York.,What is the largest metropolis in the U.S. with only one monosyllabic name?,"The largest metropolis in the U.S. with only one monosyllabic name is Tulsa, Oklahoma.",Use idioms,0
